"Code","State","Sector","Obs","Employment","Members","Covered","PctMem","PctCov","Year"
56,"North Carolina","Priv. Construction",244,201490,4188,4188,2.1,2.1,1997
56,"North Carolina","Priv. Manufacturing",1092,862587,21654,26013,2.5,3,1997
44,"North Dakota","Private",1656,224925,14200,16265,6.3,7.2,1997
44,"North Dakota","Public",394,52461,9713,11889,18.5,22.7,1997
44,"North Dakota","Priv. Construction",88,12280,1966,1966,16,16,1997
44,"North Dakota","Priv. Manufacturing",163,21776,3789,4171,17.4,19.2,1997
31,"Ohio","Private",5242,4276680,616802,653357,14.4,15.3,1997
31,"Ohio","Public",832,663706,314491,349389,47.4,52.6,1997
31,"Ohio","Priv. Construction",242,202682,64599,68042,31.9,33.6,1997
31,"Ohio","Priv. Manufacturing",1338,1102580,314504,323523,28.5,29.3,1997
73,"Oklahoma","Private",1772,1055384,66374,70007,6.3,6.6,1997
73,"Oklahoma","Public",420,249624,43138,63627,17.3,25.5,1997
73,"Oklahoma","Priv. Construction",107,65520,4429,4429,6.8,6.8,1997
73,"Oklahoma","Priv. Manufacturing",298,177208,28049,28049,15.8,15.8,1997
92,"Oregon","Private",1565,1171239,131262,148134,11.2,12.6,1997
92,"Oregon","Public",281,202746,110980,123966,54.7,61.1,1997
92,"Oregon","Priv. Construction",114,87013,20254,20254,23.3,23.3,1997
92,"Oregon","Priv. Manufacturing",339,255859,38949,42110,15.2,16.5,1997
23,"Pennsylvania","Private",5667,4385756,517166,545894,11.8,12.4,1997
23,"Pennsylvania","Public",868,678005,348823,377903,51.4,55.7,1997
23,"Pennsylvania","Priv. Construction",250,200781,47905,50163,23.9,25,1997
23,"Pennsylvania","Priv. Manufacturing",1245,979381,211779,215405,21.6,22,1997
15,"Rhode Island","Private",1411,374474,40033,42030,10.7,11.2,1997
15,"Rhode Island","Public",238,59296,40915,42759,69,72.1,1997
15,"Rhode Island","Priv. Construction",53,14079,2263,2263,16.1,16.1,1997
15,"Rhode Island","Priv. Manufacturing",350,93466,9001,9265,9.6,9.9,1997
57,"South Carolina","Private",1483,1371810,41450,50304,3,3.7,1997
57,"South Carolina","Public",314,287523,19807,32643,6.9,11.4,1997
57,"South Carolina","Priv. Construction",104,99018,2483,3997,2.5,4,1997
57,"South Carolina","Priv. Manufacturing",426,394996,22247,23880,5.6,6,1997
45,"South Dakota","Private",1728,249446,9792,11493,3.9,4.6,1997
45,"South Dakota","Public",430,56690,11253,14697,19.9,25.9,1997
45,"South Dakota","Priv. Construction",94,13431,368,613,2.7,4.6,1997
45,"South Dakota","Priv. Manufacturing",307,45669,3979,4406,8.7,9.6,1997
62,"Tennessee","Private",1611,1879922,119125,132888,6.3,7.1,1997
62,"Tennessee","Public",310,354115,73784,101278,20.8,28.6,1997
62,"Tennessee","Priv. Construction",100,117462,17085,17085,14.5,14.5,1997
62,"Tennessee","Priv. Manufacturing",407,467200,50974,54128,10.9,11.6,1997
74,"Texas","Private",6331,7007059,293775,355776,4.2,5.1,1997
74,"Texas","Public",1246,1348854,244850,295118,18.2,21.9,1997
74,"Texas","Priv. Construction",430,493080,26279,33184,5.3,6.7,1997
74,"Texas","Priv. Manufacturing",1086,1197882,113966,122843,9.5,10.3,1997
87,"Utah","Private",1897,717894,33810,37816,4.7,5.3,1997
87,"Utah","Public",471,173008,40200,48678,23.2,28.1,1997
87,"Utah","Priv. Construction",141,55032,5878,6725,10.7,12.2,1997
87,"Utah","Priv. Manufacturing",352,132597,7795,7795,5.9,5.9,1997
13,"Vermont","Private",1377,223687,8603,9003,3.8,4,1997
13,"Vermont","Public",217,34405,13237,16838,38.5,48.9,1997
13,"Vermont","Priv. Construction",67,10904,649,649,5.9,5.9,1997
13,"Vermont","Priv. Manufacturing",293,47248,2921,2921,6.2,6.2,1997
54,"Virginia","Private",2000,2404433,119947,130504,5,5.4,1997
54,"Virginia","Public",478,557928,72702,89706,13,16.1,1997
54,"Virginia","Priv. Construction",159,193625,6555,6555,3.4,3.4,1997
54,"Virginia","Priv. Manufacturing",324,395787,34614,38079,8.7,9.6,1997
91,"Washington","Private",1726,2062154,298998,331297,14.5,16.1,1997
91,"Washington","Public",357,420371,209201,232139,49.8,55.2,1997
91,"Washington","Priv. Construction",131,155905,40473,42543,26,27.3,1997
91,"Washington","Priv. Manufacturing",339,408885,106870,114778,26.1,28.1,1997
55,"West Virginia","Private",1517,545865,67883,69715,12.4,12.8,1997
55,"West Virginia","Public",373,132415,37758,42677,28.5,32.2,1997
55,"West Virginia","Priv. Construction",99,36557,8819,8819,24.1,24.1,1997
55,"West Virginia","Priv. Manufacturing",222,78955,19387,19387,24.6,24.6,1997
35,"Wisconsin","Private",2148,2134663,265136,282423,12.4,13.2,1997
35,"Wisconsin","Public",369,358188,202863,216749,56.6,60.5,1997
35,"Wisconsin","Priv. Construction",93,94023,30775,30775,32.7,32.7,1997
35,"Wisconsin","Priv. Manufacturing",636,634435,135479,142381,21.4,22.4,1997
83,"Wyoming","Private",1406,150450,9829,11024,6.5,7.3,1997
83,"Wyoming","Public",497,51257,8839,10996,17.2,21.5,1997
83,"Wyoming","Priv. Construction",98,10785,440,440,4.1,4.1,1997
83,"Wyoming","Priv. Manufacturing",102,10731,1411,1627,13.1,15.2,1997
63,"Alabama","Private",1703,1543010,95699,115018,6.2,7.5,1998
63,"Alabama","Public",349,311398,84505,103335,27.1,33.2,1998
63,"Alabama","Priv. Construction",115,102436,8035,9781,7.8,9.5,1998
63,"Alabama","Priv. Manufacturing",426,385746,53258,58034,13.8,15,1998
94,"Alaska","Private",1255,181053,18893,21652,10.4,12,1998
94,"Alaska","Public",527,71869,32590,36181,45.3,50.3,1998
94,"Alaska","Priv. Construction",108,15623,5456,5598,34.9,35.8,1998
94,"Alaska","Priv. Manufacturing",66,9578,258,414,2.7,4.3,1998
86,"Arizona","Private",1910,1613520,69391,82026,4.3,5.1,1998
86,"Arizona","Public",347,284098,53848,64204,19,22.6,1998
86,"Arizona","Priv. Construction",158,138279,14321,15153,10.4,11,1998
86,"Arizona","Priv. Manufacturing",285,243192,10307,13755,4.2,5.7,1998
71,"Arkansas","Private",1617,826697,37278,42527,4.5,5.1,1998
71,"Arkansas","Public",326,165979,23845,29578,14.4,17.8,1998
71,"Arkansas","Priv. Construction",78,41803,2656,2656,6.4,6.4,1998
71,"Arkansas","Priv. Manufacturing",412,208127,19364,22516,9.3,10.8,1998
93,"California","Private",10528,11220926,1094797,1192603,9.8,10.6,1998
93,"California","Public",1986,2116931,1059240,1215019,50,57.4,1998
93,"California","Priv. Construction",573,640650,126324,127119,19.7,19.8,1998
93,"California","Priv. Manufacturing",2011,2085015,191045,209735,9.2,10.1,1998
84,"Colorado","Private",2106,1587806,99451,106924,6.3,6.7,1998
84,"Colorado","Public",395,298922,71994,82488,24.1,27.6,1998
84,"Colorado","Priv. Construction",160,121869,7905,7905,6.5,6.5,1998
84,"Colorado","Priv. Manufacturing",312,233266,19999,19999,8.6,8.6,1998
16,"Connecticut","Private",1519,1316776,143227,148584,10.9,11.3,1998
16,"Connecticut","Public",218,184614,119411,123337,64.7,66.8,1998
16,"Connecticut","Priv. Construction",73,65759,12979,12979,19.7,19.7,1998
16,"Connecticut","Priv. Manufacturing",358,309814,51199,52765,16.5,17,1998
51,"Delaware","Private",1487,291697,26452,28875,9.1,9.9,1998
51,"Delaware","Public",250,48640,19856,21309,40.8,43.8,1998
51,"Delaware","Priv. Construction",85,16512,3156,3331,19.1,20.2,1998
51,"Delaware","Priv. Manufacturing",233,44904,8990,9373,20,20.9,1998
53,"D.C.","Private",1040,160469,13443,15474,8.4,9.6,1998
53,"D.C.","Public",412,62500,16695,18559,26.7,29.7,1998
53,"D.C.","Priv. Construction",36,6113,696,851,11.4,13.9,1998
53,"D.C.","Priv. Manufacturing",40,6056,1143,1254,18.9,20.7,1998
59,"Florida","Private",5952,5208081,164797,219785,3.2,4.2,1998
59,"Florida","Public",1016,865941,243013,318581,28.1,36.8,1998
59,"Florida","Priv. Construction",474,422487,17547,21894,4.2,5.2,1998
59,"Florida","Priv. Manufacturing",626,551096,29784,42466,5.4,7.7,1998
58,"Georgia","Private",2375,2883633,132401,147038,4.6,5.1,1998
58,"Georgia","Public",484,569639,124409,141967,21.8,24.9,1998
58,"Georgia","Priv. Construction",141,178479,7500,8542,4.2,4.8,1998
58,"Georgia","Priv. Manufacturing",572,694863,49799,54135,7.2,7.8,1998
95,"Hawaii","Private",1199,390411,75670,78331,19.4,20.1,1998
95,"Hawaii","Public",315,101431,54504,58112,53.7,57.3,1998
95,"Hawaii","Priv. Construction",78,25095,11021,11399,43.9,45.4,1998
95,"Hawaii","Priv. Manufacturing",53,16872,4424,4787,26.2,28.4,1998
82,"Idaho","Private",1894,433754,24383,29534,5.6,6.8,1998
82,"Idaho","Public",474,103640,17735,26059,17.1,25.1,1998
82,"Idaho","Priv. Construction",153,33326,3738,3978,11.2,11.9,1998
82,"Idaho","Priv. Manufacturing",425,96578,9855,11489,10.2,11.9,1998
33,"Illinois","Private",5929,4621139,671245,705476,14.5,15.3,1998
33,"Illinois","Public",891,707005,333121,358742,47.1,50.7,1998
33,"Illinois","Priv. Construction",303,238989,106038,107607,44.4,45,1998
33,"Illinois","Priv. Manufacturing",1328,1055904,229783,234907,21.8,22.2,1998
32,"Indiana","Private",1985,2346672,341801,359357,14.6,15.3,1998
32,"Indiana","Public",263,310894,89497,112223,28.8,36.1,1998
32,"Indiana","Priv. Construction",113,134634,49742,49742,36.9,36.9,1998
32,"Indiana","Priv. Manufacturing",614,722172,185743,190216,25.7,26.3,1998
42,"Iowa","Private",1897,1132198,104475,112673,9.2,10,1998
42,"Iowa","Public",345,201065,61932,84375,30.8,42,1998
42,"Iowa","Priv. Construction",107,64068,13164,14358,20.5,22.4,1998
42,"Iowa","Priv. Manufacturing",422,249489,50818,53256,20.4,21.3,1998
47,"Kansas","Private",1777,955206,61709,70087,6.5,7.3,1998
47,"Kansas","Public",431,223222,30990,43903,13.9,19.7,1998
47,"Kansas","Priv. Construction",103,56939,6574,7102,11.5,12.5,1998
47,"Kansas","Priv. Manufacturing",389,209799,35789,39693,17.1,18.9,1998
61,"Kentucky","Private",1713,1419007,152248,159434,10.7,11.2,1998
61,"Kentucky","Public",319,255669,66650,88698,26.1,34.7,1998
61,"Kentucky","Priv. Construction",124,103942,18684,19544,18,18.8,1998
61,"Kentucky","Priv. Manufacturing",376,309092,63192,65493,20.4,21.2,1998
72,"Louisiana","Private",1582,1399581,79677,93862,5.7,6.7,1998
72,"Louisiana","Public",364,321970,54818,78236,17,24.3,1998
72,"Louisiana","Priv. Construction",103,93734,8286,8286,8.8,8.8,1998
72,"Louisiana","Priv. Manufacturing",223,202070,45982,50042,22.8,24.8,1998
11,"Maine","Private",1437,451183,34254,35795,7.6,7.9,1998
11,"Maine","Public",246,74575,31875,39322,42.7,52.7,1998
11,"Maine","Priv. Construction",74,23274,1022,1294,4.4,5.6,1998
11,"Maine","Priv. Manufacturing",319,98910,23954,24198,24.2,24.5,1998
52,"Maryland","Private",1388,1748710,144580,153916,8.3,8.8,1998
52,"Maryland","Public",472,600967,186675,225031,31.1,37.4,1998
52,"Maryland","Priv. Construction",111,143049,24282,24282,17,17,1998
52,"Maryland","Priv. Manufacturing",146,184236,31867,34199,17.3,18.6,1998
14,"Massachusetts","Private",3479,2488019,246174,272951,9.9,11,1998
14,"Massachusetts","Public",508,356073,206917,220739,58.1,62,1998
14,"Massachusetts","Priv. Construction",158,115339,32152,33473,27.9,29,1998
14,"Massachusetts","Priv. Manufacturing",685,493903,69005,73580,14,14.9,1998
34,"Michigan","Private",5096,3846671,643439,673420,16.7,17.5,1998
34,"Michigan","Public",745,562712,310351,322345,55.2,57.3,1998
34,"Michigan","Priv. Construction",254,196977,60383,62422,30.7,31.7,1998
34,"Michigan","Priv. Manufacturing",1497,1147089,368799,375094,32.2,32.7,1998
41,"Minnesota","Private",2129,1891172,219682,227781,11.6,12,1998
41,"Minnesota","Public",403,350997,201945,215547,57.5,61.4,1998
41,"Minnesota","Priv. Construction",103,89381,29066,29066,32.5,32.5,1998
41,"Minnesota","Priv. Manufacturing",454,397702,56280,57189,14.2,14.4,1998
64,"Mississippi","Private",1442,881117,42089,62088,4.8,7,1998
64,"Mississippi","Public",335,203424,19145,43483,9.4,21.4,1998
64,"Mississippi","Priv. Construction",98,61942,5361,8614,8.7,13.9,1998
64,"Mississippi","Priv. Manufacturing",362,222533,18971,24658,8.5,11.1,1998
43,"Missouri","Private",1653,2069496,248209,258304,12,12.5,1998
43,"Missouri","Public",310,379388,87769,111161,23.1,29.3,1998
43,"Missouri","Priv. Construction",96,120911,49130,49130,40.6,40.6,1998
43,"Missouri","Priv. Manufacturing",310,389674,71827,75625,18.4,19.4,1998
81,"Montana","Private",1632,272436,22236,24001,8.2,8.8,1998
81,"Montana","Public",480,78053,26518,29454,34,37.7,1998
81,"Montana","Priv. Construction",96,16553,2698,2877,16.3,17.4,1998
81,"Montana","Priv. Manufacturing",162,27226,4472,4623,16.4,17,1998
46,"Nebraska","Private",1861,627706,38022,54624,6.1,8.7,1998
46,"Nebraska","Public",368,123003,39226,49328,31.9,40.1,1998
46,"Nebraska","Priv. Construction",90,30716,3888,3888,12.7,12.7,1998
46,"Nebraska","Priv. Manufacturing",282,96593,14783,22949,15.3,23.8,1998
88,"Nevada","Private",1819,689144,96940,106571,14.1,15.5,1998
88,"Nevada","Public",279,99274,36853,42213,37.1,42.5,1998
88,"Nevada","Priv. Construction",161,61899,15702,16392,25.4,26.5,1998
88,"Nevada","Priv. Manufacturing",113,43142,1193,1810,2.8,4.2,1998
12,"New Hampshire","Private",1494,476829,26715,28154,5.6,5.9,1998
12,"New Hampshire","Public",260,82123,34961,42383,42.6,51.6,1998
12,"New Hampshire","Priv. Construction",71,23374,4780,4780,20.4,20.4,1998
12,"New Hampshire","Priv. Manufacturing",393,125684,9468,10361,7.5,8.2,1998
22,"New Jersey","Private",4152,3070093,469287,508466,15.3,16.6,1998
22,"New Jersey","Public",724,527041,323592,342537,61.4,65,1998
22,"New Jersey","Priv. Construction",193,144046,48771,50187,33.9,34.8,1998
22,"New Jersey","Priv. Manufacturing",720,534232,112831,120258,21.1,22.5,1998
85,"New Mexico","Private",1575,513723,33901,37215,6.6,7.2,1998
85,"New Mexico","Public",499,159878,29315,41329,18.3,25.9,1998
85,"New Mexico","Priv. Construction",116,39448,4730,4730,12,12,1998
85,"New Mexico","Priv. Manufacturing",140,45791,2755,3924,6,8.6,1998
21,"New York","Private",7759,6079126,933552,998782,15.4,16.4,1998
21,"New York","Public",1812,1403025,966284,996002,68.9,71,1998
21,"New York","Priv. Construction",349,282559,83958,90890,29.7,32.2,1998
21,"New York","Priv. Manufacturing",1207,936659,182236,193319,19.5,20.6,1998
56,"North Carolina","Private",3591,2820035,78948,93417,2.8,3.3,1998
56,"North Carolina","Public",655,506075,60890,79650,12,15.7,1998
56,"North Carolina","Priv. Construction",231,187528,725,725,0.4,0.4,1998
56,"North Carolina","Priv. Manufacturing",1021,799705,23350,26506,2.9,3.3,1998
44,"North Dakota","Private",1667,225154,12463,12738,5.5,5.7,1998
44,"North Dakota","Public",427,55964,13006,14202,23.2,25.4,1998
44,"North Dakota","Priv. Construction",98,13360,1314,1314,9.8,9.8,1998
44,"North Dakota","Priv. Manufacturing",176,23671,3060,3060,12.9,12.9,1998
31,"Ohio","Private",5242,4236667,615837,650040,14.5,15.3,1998
31,"Ohio","Public",828,665807,316160,341711,47.5,51.3,1998
31,"Ohio","Priv. Construction",251,206514,49660,50389,24,24.4,1998
31,"Ohio","Priv. Manufacturing",1331,1110572,299006,308720,26.9,27.8,1998
73,"Oklahoma","Private",1874,1103596,65491,72323,5.9,6.6,1998
73,"Oklahoma","Public",430,250134,51090,60446,20.4,24.2,1998
73,"Oklahoma","Priv. Construction",110,65557,8910,8910,13.6,13.6,1998
73,"Oklahoma","Priv. Manufacturing",333,197591,32211,34785,16.3,17.6,1998
92,"Oregon","Private",1615,1207285,110805,121991,9.2,10.1,1998
92,"Oregon","Public",316,228706,121067,125970,52.9,55.1,1998
92,"Oregon","Priv. Construction",111,84567,14622,15306,17.3,18.1,1998
92,"Oregon","Priv. Manufacturing",341,257995,31367,32967,12.2,12.8,1998
23,"Pennsylvania","Private",5760,4433622,508862,547900,11.5,12.4,1998
23,"Pennsylvania","Public",816,626749,318432,348118,50.8,55.5,1998
23,"Pennsylvania","Priv. Construction",273,219161,58557,60277,26.7,27.5,1998
23,"Pennsylvania","Priv. Manufacturing",1253,978591,195674,201275,20,20.6,1998
15,"Rhode Island","Private",1410,369059,41173,42680,11.2,11.6,1998
15,"Rhode Island","Public",223,57766,39971,40943,69.2,70.9,1998
15,"Rhode Island","Priv. Construction",60,16186,4821,4821,29.8,29.8,1998
15,"Rhode Island","Priv. Manufacturing",356,93742,10086,10657,10.8,11.4,1998
57,"South Carolina","Private",1504,1419636,47017,50561,3.3,3.6,1998
57,"South Carolina","Public",323,297237,31075,37122,10.5,12.5,1998
57,"South Carolina","Priv. Construction",98,93368,2221,2221,2.4,2.4,1998
57,"South Carolina","Priv. Manufacturing",437,417028,25718,27466,6.2,6.6,1998
45,"South Dakota","Private",1725,258199,8864,10593,3.4,4.1,1998
45,"South Dakota","Public",422,65990,11916,15431,18.1,23.4,1998
45,"South Dakota","Priv. Construction",90,13496,490,490,3.6,3.6,1998
45,"South Dakota","Priv. Manufacturing",304,46143,3460,4302,7.5,9.3,1998
62,"Tennessee","Private",1687,1975527,109103,134454,5.5,6.8,1998
62,"Tennessee","Public",301,349793,74156,85793,21.2,24.5,1998
62,"Tennessee","Priv. Construction",92,108313,10012,10012,9.2,9.2,1998
62,"Tennessee","Priv. Manufacturing",428,489175,56473,60678,11.5,12.4,1998
74,"Texas","Private",6441,7250862,261177,303774,3.6,4.2,1998
74,"Texas","Public",1217,1329844,241960,299594,18.2,22.5,1998
74,"Texas","Priv. Construction",484,558072,17260,19719,3.1,3.5,1998
74,"Texas","Priv. Manufacturing",1106,1250253,93915,104198,7.5,8.3,1998
87,"Utah","Private",1922,751267,28992,35279,3.9,4.7,1998
87,"Utah","Public",427,160937,32584,43052,20.2,26.8,1998
87,"Utah","Priv. Construction",146,59647,4856,5346,8.1,9,1998
87,"Utah","Priv. Manufacturing",315,122050,6710,7005,5.5,5.7,1998
13,"Vermont","Private",1407,232195,11765,13985,5.1,6,1998
13,"Vermont","Public",216,35716,13501,15386,37.8,43.1,1998
13,"Vermont","Priv. Construction",75,12643,381,381,3,3,1998
13,"Vermont","Priv. Manufacturing",269,44190,2563,3347,5.8,7.6,1998
54,"Virginia","Private",2048,2484056,131249,139969,5.3,5.6,1998
54,"Virginia","Public",482,571180,77466,92918,13.6,16.3,1998
54,"Virginia","Priv. Construction",131,158382,6162,6162,3.9,3.9,1998
54,"Virginia","Priv. Manufacturing",334,403443,39809,44214,9.9,11,1998
91,"Washington","Private",1778,2095521,331845,355668,15.8,17,1998
91,"Washington","Public",376,441506,205418,229086,46.5,51.9,1998
91,"Washington","Priv. Construction",123,145286,39680,40861,27.3,28.1,1998
91,"Washington","Priv. Manufacturing",370,435975,111643,123503,25.6,28.3,1998
55,"West Virginia","Private",1390,528023,58536,60421,11.1,11.4,1998
55,"West Virginia","Public",364,135215,24741,31211,18.3,23.1,1998
55,"West Virginia","Priv. Construction",74,28600,6645,6645,23.2,23.2,1998
55,"West Virginia","Priv. Manufacturing",221,84321,21740,21740,25.8,25.8,1998
35,"Wisconsin","Private",2142,2146310,266952,274030,12.4,12.8,1998
35,"Wisconsin","Public",374,366711,203001,217667,55.4,59.4,1998
35,"Wisconsin","Priv. Construction",111,113966,38939,38939,34.2,34.2,1998
35,"Wisconsin","Priv. Manufacturing",621,619672,139588,142518,22.5,23,1998
83,"Wyoming","Private",1542,154848,10897,12478,7,8.1,1998
83,"Wyoming","Public",511,49700,8800,10621,17.7,21.4,1998
83,"Wyoming","Priv. Construction",113,11639,830,932,7.1,8,1998
83,"Wyoming","Priv. Manufacturing",114,11413,1655,1951,14.5,17.1,1998
63,"Alabama","Private",1755,1533547,107481,116024,7,7.6,1999
63,"Alabama","Public",337,299215,93536,108886,31.3,36.4,1999
63,"Alabama","Priv. Construction",128,114554,10504,11297,9.2,9.9,1999
63,"Alabama","Priv. Manufacturing",455,399882,65973,69713,16.5,17.4,1999
94,"Alaska","Private",1281,173773,20491,24268,11.8,14,1999
94,"Alaska","Public",580,76767,30534,34912,39.8,45.5,1999
94,"Alaska","Priv. Construction",106,14424,4919,4919,34.1,34.1,1999
94,"Alaska","Priv. Manufacturing",60,8188,887,1104,10.8,13.5,1999
86,"Arizona","Private",2050,1727331,75893,93239,4.4,5.4,1999
86,"Arizona","Public",387,319841,61428,74859,19.2,23.4,1999
86,"Arizona","Priv. Construction",175,147007,10809,10809,7.4,7.4,1999
86,"Arizona","Priv. Manufacturing",292,244925,7501,9261,3.1,3.8,1999
71,"Arkansas","Private",1646,873848,45499,53695,5.2,6.1,1999
71,"Arkansas","Public",349,184272,33348,36878,18.1,20,1999
71,"Arkansas","Priv. Construction",105,55501,5224,5224,9.4,9.4,1999
71,"Arkansas","Priv. Manufacturing",390,206122,21012,25881,10.2,12.6,1999
93,"California","Private",10780,11623770,1182624,1282508,10.2,11,1999
93,"California","Public",1993,2187681,1103413,1244040,50.4,56.9,1999
93,"California","Priv. Construction",644,723046,183650,184431,25.4,25.5,1999
93,"California","Priv. Manufacturing",1971,2064470,176045,198033,8.5,9.6,1999
84,"Colorado","Private",2142,1596588,88339,95520,5.5,6,1999
84,"Colorado","Public",449,330422,92271,103945,27.9,31.5,1999
84,"Colorado","Priv. Construction",149,114328,10433,10433,9.1,9.1,1999
84,"Colorado","Priv. Manufacturing",332,247970,16403,18650,6.6,7.5,1999
16,"Connecticut","Private",1436,1239026,123520,131889,10,10.6,1999
16,"Connecticut","Public",255,215610,140857,147033,65.3,68.2,1999
16,"Connecticut","Priv. Construction",63,57023,9236,10100,16.2,17.7,1999
16,"Connecticut","Priv. Manufacturing",336,290014,43822,44703,15.1,15.4,1999
51,"Delaware","Private",1460,289258,29557,32551,10.2,11.3,1999
51,"Delaware","Public",255,49417,17248,20107,34.9,40.7,1999
51,"Delaware","Priv. Construction",98,19498,2754,3131,14.1,16.1,1999
51,"Delaware","Priv. Manufacturing",257,50735,11564,12163,22.8,24,1999
53,"D.C.","Private",1134,177769,15720,17986,8.8,10.1,1999
53,"D.C.","Public",445,67119,16402,19809,24.4,29.5,1999
53,"D.C.","Priv. Construction",47,7962,1803,1803,22.7,22.7,1999
53,"D.C.","Priv. Manufacturing",53,7795,1722,1899,22.1,24.4,1999
59,"Florida","Private",6150,5363460,180971,232336,3.4,4.3,1999
59,"Florida","Public",1054,899349,228836,311052,25.4,34.6,1999
59,"Florida","Priv. Construction",492,433527,19080,23880,4.4,5.5,1999
59,"Florida","Priv. Manufacturing",633,549264,20560,27011,3.7,4.9,1999
58,"Georgia","Private",2312,2944263,168217,201540,5.7,6.8,1999
58,"Georgia","Public",431,539212,84375,111420,15.6,20.7,1999
58,"Georgia","Priv. Construction",128,166681,11662,14307,7,8.6,1999
58,"Georgia","Priv. Manufacturing",492,616600,64260,75426,10.4,12.2,1999
95,"Hawaii","Private",1177,382755,53234,58010,13.9,15.2,1999
95,"Hawaii","Public",346,111605,61248,65633,54.9,58.8,1999
95,"Hawaii","Priv. Construction",68,22669,8193,8829,36.1,38.9,1999
95,"Hawaii","Priv. Manufacturing",59,18167,4510,4510,24.8,24.8,1999
82,"Idaho","Private",1859,432893,26955,33235,6.2,7.7,1999
82,"Idaho","Public",437,94173,21434,26128,22.8,27.7,1999
82,"Idaho","Priv. Construction",145,33559,4981,4981,14.8,14.8,1999
82,"Idaho","Priv. Manufacturing",399,91715,9640,12084,10.5,13.2,1999
33,"Illinois","Private",6091,4774372,664141,704365,13.9,14.8,1999
33,"Illinois","Public",943,739131,329138,349367,44.5,47.3,1999
33,"Illinois","Priv. Construction",318,254497,126626,128221,49.8,50.4,1999
33,"Illinois","Priv. Manufacturing",1221,973963,211377,218990,21.7,22.5,1999
32,"Indiana","Private",1940,2353767,327715,337661,13.9,14.3,1999
32,"Indiana","Public",291,350638,96353,116208,27.5,33.1,1999
32,"Indiana","Priv. Construction",108,134357,47923,49278,35.7,36.7,1999
32,"Indiana","Priv. Manufacturing",608,729506,188150,191902,25.8,26.3,1999
42,"Iowa","Private",1830,1119380,111520,118149,10,10.6,1999
42,"Iowa","Public",359,215033,72899,90691,33.9,42.2,1999
42,"Iowa","Priv. Construction",97,63337,9113,9113,14.4,14.4,1999
42,"Iowa","Priv. Manufacturing",414,252641,65210,66326,25.8,26.3,1999
47,"Kansas","Private",1828,1015223,91233,102218,9,10.1,1999
47,"Kansas","Public",384,209224,27942,38426,13.4,18.4,1999
47,"Kansas","Priv. Construction",97,54495,10488,10967,19.2,20.1,1999
47,"Kansas","Priv. Manufacturing",381,211231,49985,55184,23.7,26.1,1999
61,"Kentucky","Private",1719,1392038,140357,147968,10.1,10.6,1999
61,"Kentucky","Public",339,263866,51718,65428,19.6,24.8,1999
61,"Kentucky","Priv. Construction",128,107887,18776,18776,17.4,17.4,1999
61,"Kentucky","Priv. Manufacturing",354,289511,60262,60262,20.8,20.8,1999
72,"Louisiana","Private",1661,1468762,90934,103672,6.2,7.1,1999
72,"Louisiana","Public",378,326137,54012,75832,16.6,23.3,1999
72,"Louisiana","Priv. Construction",115,101431,16241,16241,16,16,1999
72,"Louisiana","Priv. Manufacturing",234,210331,45193,45746,21.5,21.7,1999
11,"Maine","Private",1446,457192,41792,43654,9.1,9.5,1999
11,"Maine","Public",276,86923,42169,49426,48.5,56.9,1999
11,"Maine","Priv. Construction",81,26588,2937,3278,11,12.3,1999
11,"Maine","Priv. Manufacturing",314,100784,27638,27638,27.4,27.4,1999
52,"Maryland","Private",1430,1817739,160291,177325,8.8,9.8,1999
52,"Maryland","Public",488,626408,206293,260827,32.9,41.6,1999
52,"Maryland","Priv. Construction",97,122493,12476,12476,10.2,10.2,1999
52,"Maryland","Priv. Manufacturing",158,198129,41502,43511,20.9,22,1999
14,"Massachusetts","Private",3482,2474338,255835,270296,10.3,10.9,1999
14,"Massachusetts","Public",581,400716,209247,221717,52.2,55.3,1999
14,"Massachusetts","Priv. Construction",164,120737,33685,35689,27.9,29.6,1999
14,"Massachusetts","Priv. Manufacturing",633,447618,65128,67363,14.5,15,1999
34,"Michigan","Private",5149,3923239,666451,699249,17,17.8,1999
34,"Michigan","Public",751,566796,296786,310103,52.4,54.7,1999
34,"Michigan","Priv. Construction",274,214436,68943,69634,32.2,32.5,1999
34,"Michigan","Priv. Manufacturing",1468,1122705,338891,347509,30.2,31,1999
41,"Minnesota","Private",2129,1932964,247154,260214,12.8,13.5,1999
41,"Minnesota","Public",419,368788,196744,210947,53.3,57.2,1999
41,"Minnesota","Priv. Construction",121,110106,42002,42002,38.1,38.1,1999
41,"Minnesota","Priv. Manufacturing",487,440096,61689,64300,14,14.6,1999
64,"Mississippi","Private",1421,897767,43546,51262,4.9,5.7,1999
64,"Mississippi","Public",307,188232,23642,42260,12.6,22.5,1999
64,"Mississippi","Priv. Construction",98,61496,6622,6622,10.8,10.8,1999
64,"Mississippi","Priv. Manufacturing",349,228539,20958,26285,9.2,11.5,1999
43,"Missouri","Private",1618,2061185,269894,277428,13.1,13.5,1999
43,"Missouri","Public",318,396976,83335,98326,21,24.8,1999
43,"Missouri","Priv. Construction",117,147012,49844,49844,33.9,33.9,1999
43,"Missouri","Priv. Manufacturing",295,368282,71256,73601,19.3,20,1999
81,"Montana","Private",1706,281636,27755,31157,9.9,11.1,1999
81,"Montana","Public",492,80465,27682,31045,34.4,38.6,1999
